imgnum;imgpath;crop;code_x;key;Species;EPPO_map;Organisme;code_y;Notes;train_test_set;code;date;hour;artist;day_obs_count;subid
Idf13595;../data/Bousset2_data/Images/Colza/Botrytis/Idf13595.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:05;17:27:53;nan;19;Colza_Botrytis
Idf13596;../data/Bousset2_data/Images/Colza/Botrytis/Idf13596.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:05;17:28:19;nan;19;Colza_Botrytis
Idf13598;../data/Bousset2_data/Images/Colza/Botrytis/Idf13598.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:05;17:28:53;nan;19;Colza_Botrytis
Idf13599;../data/Bousset2_data/Images/Colza/Botrytis/Idf13599.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:05;17:29:07;nan;19;Colza_Botrytis
Idf13600;../data/Bousset2_data/Images/Colza/Botrytis/Idf13600.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:05;17:29:43;nan;19;Colza_Botrytis
Idf13618;../data/Bousset2_data/Images/Colza/Botrytis/Idf13618.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:10:31;nan;19;Colza_Botrytis
Idf13621;../data/Bousset2_data/Images/Colza/Botrytis/Idf13621.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:13:03;nan;19;Colza_Botrytis
Idf13629;../data/Bousset2_data/Images/Colza/Botrytis/Idf13629.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:14:30;nan;19;Colza_Botrytis
Idf13659;../data/Bousset2_data/Images/Colza/Botrytis/Idf13659.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:18:21;nan;19;Colza_Botrytis
Idf13665;../data/Bousset2_data/Images/Colza/Botrytis/Idf13665.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:19:10;nan;19;Colza_Botrytis
Idf13666;../data/Bousset2_data/Images/Colza/Botrytis/Idf13666.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:19:13;nan;19;Colza_Botrytis
Idf13673;../data/Bousset2_data/Images/Colza/Botrytis/Idf13673.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:20:33;nan;19;Colza_Botrytis
Idf13674;../data/Bousset2_data/Images/Colza/Botrytis/Idf13674.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:20:37;nan;19;Colza_Botrytis
Idf13678;../data/Bousset2_data/Images/Colza/Botrytis/Idf13678.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:21:25;nan;19;Colza_Botrytis
Idf13682;../data/Bousset2_data/Images/Colza/Botrytis/Idf13682.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:21:57;nan;19;Colza_Botrytis
Idf13683;../data/Bousset2_data/Images/Colza/Botrytis/Idf13683.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:18;18:22:06;nan;19;Colza_Botrytis
Idf13686;../data/Bousset2_data/Images/Colza/Botrytis/Idf13686.jpg;Colza;Botrytis;Colza_Botrytis;Colza;BOTRCI;Botrytis cinerea;Botrytis;;train;Botrytis;2024:04:22;11:45:59;nan;19;Colza_Botrytis
Ifv00065;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00065.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;11:32:59;nan;8;Féverole_0_Pas_champi
Ifv00068;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00068.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;11:33:12;nan;8;Féverole_0_Pas_champi
Ifv00212;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00212.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:46:03;nan;8;Féverole_0_Pas_champi
Ifv00213;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00213.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:46:06;nan;8;Féverole_0_Pas_champi
Ifv00234;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00234.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:49:19;nan;8;Féverole_0_Pas_champi
Ifv00261;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00261.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:52:45;nan;8;Féverole_0_Pas_champi
Ifv00268;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00268.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:53:38;nan;8;Féverole_0_Pas_champi
Ifv00270;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00270.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:53:46;nan;8;Féverole_0_Pas_champi
Ifv00271;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00271.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:53:48;nan;8;Féverole_0_Pas_champi
Ifv00272;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00272.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:53:55;nan;8;Féverole_0_Pas_champi
Ifv00273;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00273.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:53:59;nan;8;Féverole_0_Pas_champi
Ifv00275;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00275.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:54:07;nan;8;Féverole_0_Pas_champi
Ifv00276;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00276.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:54:09;nan;8;Féverole_0_Pas_champi
Ifv00278;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00278.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:54:19;nan;8;Féverole_0_Pas_champi
Ifv00283;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00283.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:55:25;nan;8;Féverole_0_Pas_champi
Ifv00284;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00284.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:55:28;nan;8;Féverole_0_Pas_champi
Ifv00286;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00286.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:55:40;nan;8;Féverole_0_Pas_champi
Ifv00287;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00287.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:55:43;nan;8;Féverole_0_Pas_champi
Ifv00292;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00292.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:01;10:56:06;nan;8;Féverole_0_Pas_champi
Ifv00346;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00346.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:04;10:53:01;nan;8;Féverole_0_Pas_champi
Ifv00404;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00404.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:03:04;11:06:17;nan;8;Féverole_0_Pas_champi
Ifv00707;../data/VAULT/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00707.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;vault;0_Pas_champi;2024:03:19;12:08:23;nan;8;Féverole_0_Pas_champi
Ifv00728;../data/VAULT/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00728.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;vault;0_Pas_champi;2024:03:19;12:09:52;nan;8;Féverole_0_Pas_champi
Ifv00729;../data/VAULT/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00729.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;vault;0_Pas_champi;2024:03:19;12:09:54;nan;8;Féverole_0_Pas_champi
Ifv00730;../data/VAULT/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00730.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;vault;0_Pas_champi;2024:03:19;12:09:55;nan;8;Féverole_0_Pas_champi
Ifv00731;../data/VAULT/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv00731.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;vault;0_Pas_champi;2024:03:19;12:09:57;nan;8;Féverole_0_Pas_champi
Ifv01075;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01075.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:13:57;nan;8;Féverole_0_Pas_champi
Ifv01076;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01076.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:14:01;nan;8;Féverole_0_Pas_champi
Ifv01077;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01077.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:14:05;nan;8;Féverole_0_Pas_champi
Ifv01078;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01078.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:14:11;nan;8;Féverole_0_Pas_champi
Ifv01079;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01079.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:14:15;nan;8;Féverole_0_Pas_champi
Ifv01080;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01080.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:14:19;nan;8;Féverole_0_Pas_champi
Ifv01081;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01081.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:14:22;nan;8;Féverole_0_Pas_champi
Ifv01291;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01291.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:40:10;nan;8;Féverole_0_Pas_champi
Ifv01292;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01292.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:40:13;nan;8;Féverole_0_Pas_champi
Ifv01293;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01293.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:40:16;nan;8;Féverole_0_Pas_champi
Ifv01294;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01294.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:40:18;nan;8;Féverole_0_Pas_champi
Ifv01295;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01295.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:04:22;12:40:22;nan;8;Féverole_0_Pas_champi
Ifv01385;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01385.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:05:03;12:57:23;nan;8;Féverole_0_Pas_champi
Ifv01386;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01386.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:05:03;12:57:28;nan;8;Féverole_0_Pas_champi
Ifv01387;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01387.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:05:03;12:57:30;nan;8;Féverole_0_Pas_champi
Ifv01773;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01773.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:05:16;13:03:20;nan;8;Féverole_0_Pas_champi
Ifv01780;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01780.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:05:16;13:04:52;nan;8;Féverole_0_Pas_champi
Ifv01857;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01857.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:05:16;13:12:09;nan;8;Féverole_0_Pas_champi
Ifv01985;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv01985.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:06:27;12:38:44;nan;8;Féverole_0_Pas_champi
Ifv02036;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv02036.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:06:27;12:46:52;nan;8;Féverole_0_Pas_champi
Ifv02043;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv02043.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:06:27;12:48:01;nan;8;Féverole_0_Pas_champi
Ifv02044;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv02044.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:06:27;12:48:12;nan;8;Féverole_0_Pas_champi
Ifv02093;../data/Bousset2_data/Images/Féverole/0_Pas_champi/Ifv02093.jpg;Féverole;0_Pas_champi;Féverole_0_Pas_champi;;;;;;train;0_Pas_champi;2024:07:01;12:29:52;nan;8;Féverole_0_Pas_champi
Ifv00018;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00018.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:02:14;11:39:18;nan;23;Féverole_0_Saines
Ifv00020;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00020.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:02:14;11:39:25;nan;23;Féverole_0_Saines
Ifv00042;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00042.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:02:14;11:41:33;nan;23;Féverole_0_Saines
Ifv00043;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00043.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:02:14;11:41:35;nan;23;Féverole_0_Saines
Ifv00161;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00161.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:01;10:41:49;nan;23;Féverole_0_Saines
Ifv00162;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00162.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:01;10:41:51;nan;23;Féverole_0_Saines
Ifv00163;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00163.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:01;10:41:54;nan;23;Féverole_0_Saines
Ifv00199;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00199.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:01;10:44:44;nan;23;Féverole_0_Saines
Ifv00202;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00202.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:01;10:44:54;nan;23;Féverole_0_Saines
Ifv00565;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00565.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:19;11:43:14;nan;23;Féverole_0_Saines
Ifv00691;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00691.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:19;12:06:28;nan;23;Féverole_0_Saines
Ifv00745;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00745.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:18:08;nan;23;Féverole_0_Saines
Ifv00746;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00746.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:18:10;nan;23;Féverole_0_Saines
Ifv00747;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00747.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:18:47;nan;23;Féverole_0_Saines
Ifv00748;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00748.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:18:49;nan;23;Féverole_0_Saines
Ifv00749;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00749.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:18:53;nan;23;Féverole_0_Saines
Ifv00752;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00752.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:18:59;nan;23;Féverole_0_Saines
Ifv00754;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00754.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:19:34;nan;23;Féverole_0_Saines
Ifv00756;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00756.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:19:39;nan;23;Féverole_0_Saines
Ifv00760;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00760.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:20:33;nan;23;Féverole_0_Saines
Ifv00766;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00766.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:21:24;nan;23;Féverole_0_Saines
Ifv00767;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00767.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:21:26;nan;23;Féverole_0_Saines
Ifv00769;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00769.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;16:21:30;nan;23;Féverole_0_Saines
Ifv00808;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00808.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;15:14:16;nan;23;Féverole_0_Saines
Ifv00809;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00809.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;15:14:19;nan;23;Féverole_0_Saines
Ifv00810;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00810.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;15:14:21;nan;23;Féverole_0_Saines
Ifv00817;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00817.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;15:15:20;nan;23;Féverole_0_Saines
Ifv00820;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00820.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:03:20;15:15:59;nan;23;Féverole_0_Saines
Ifv00861;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00861.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:06;nan;23;Féverole_0_Saines
Ifv00862;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00862.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:10;nan;23;Féverole_0_Saines
Ifv00863;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00863.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:31;nan;23;Féverole_0_Saines
Ifv00864;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00864.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:32;nan;23;Féverole_0_Saines
Ifv00865;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00865.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:35;nan;23;Féverole_0_Saines
Ifv00866;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00866.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:37;nan;23;Féverole_0_Saines
Ifv00867;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00867.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:39;nan;23;Féverole_0_Saines
Ifv00868;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00868.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;11:55:41;nan;23;Féverole_0_Saines
Ifv00919;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00919.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;12:02:25;nan;23;Féverole_0_Saines
Ifv00955;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00955.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;12:06:07;nan;23;Féverole_0_Saines
Ifv00956;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00956.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;12:06:09;nan;23;Féverole_0_Saines
Ifv00957;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00957.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;12:06:13;nan;23;Féverole_0_Saines
Ifv00958;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv00958.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:05;12:06:15;nan;23;Féverole_0_Saines
Ifv01059;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv01059.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:22;12:11:57;nan;23;Féverole_0_Saines
Ifv01164;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv01164.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:04:22;12:25:23;nan;23;Féverole_0_Saines
Ifv01366;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv01366.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:05:03;12:54:46;nan;23;Féverole_0_Saines
Ifv01367;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv01367.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:05:03;12:54:49;nan;23;Féverole_0_Saines
Ifv01373;../data/Bousset2_data/Images/Féverole/0_Saines/Ifv01373.jpg;Féverole;0_Saines;Féverole_0_Saines;Féverole;;;0_Saines;Asymptomatiques;train;0_Saines;2024:05:03;12:56:07;nan;23;Féverole_0_Saines
