imgnum;baseimgurl;sub_name;scientificName;cat;autid;subid;photographer;dateAc;commonName;species;genus;family;imgpath;syn;host_subid;name_infered_organ_class;is_dup;train_test_set
5566704;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;129270;530;Cary Hicks;2018-03-15T12:14:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5566704.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;6992.0;habit;False;train
5566705;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;129270;530;Cary Hicks;2018-03-15T12:14:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5566705.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;6992.0;habit;False;train
5602324;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-19T00:19:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602324.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602335;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-19T00:19:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602335.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602603;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602603.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602604;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602604.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602605;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602605.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602606;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602606.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602607;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602607.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602608;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602608.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5602609;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-22T18:02:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5602609.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
5603016;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-25T19:44:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5603016.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;10379.0;fruit;False;train
5603017;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-25T19:44:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5603017.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;10379.0;fruit;False;train
5603018;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;35540;530;Gerald Holmes;2021-01-25T19:44:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5603018.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;10379.0;fruit;False;train
5626225;//bugwoodcloud.org/images/;Pythium root rot;Pythium spp.;cat=35;52935;530;Mary Burrows;2023-09-25T20:28:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/VAULT/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium root rot_Pythium spp./5626225.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;6900.0;bark;False;vault
5626226;//bugwoodcloud.org/images/;Pythium root rot;Pythium spp.;cat=35;52935;530;Mary Burrows;2023-09-25T20:28:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/VAULT/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium root rot_Pythium spp./5626226.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;6900.0;bark;False;vault
5626227;//bugwoodcloud.org/images/;Pythium seedling blight and root rot;Pythium spp.;cat=35;181322;530;Tristan Mueller;2023-09-25T20:31:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/VAULT/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium seedling blight and root rot_Pythium spp./5626227.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;4226.0;habit;False;vault
5626228;//bugwoodcloud.org/images/;Pythium seedling blight and root rot;Pythium spp.;cat=35;142970;530;Martin Chilvers;2023-09-25T20:31:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium seedling blight and root rot_Pythium spp./5626228.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;4226.0;habit;False;train
5626229;//bugwoodcloud.org/images/;Pythium seedling blight and root rot;Pythium spp.;cat=35;142970;530;Martin Chilvers;2023-09-25T20:31:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium seedling blight and root rot_Pythium spp./5626229.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;4226.0;habit;False;train
5626231;//bugwoodcloud.org/images/;Pythium seedling blight and root rot;Pythium spp.;cat=35;185192;530;Alison Robertson;2023-09-25T20:33:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium seedling blight and root rot_Pythium spp./5626231.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;4226.0;scan;False;train
5626232;//bugwoodcloud.org/images/;Pythium seedling blight and root rot;Pythium spp.;cat=35;185286;530;Gary Munkvold;2023-09-25T20:34:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium seedling blight and root rot_Pythium spp./5626232.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;4226.0;scan;False;train
5627197;//bugwoodcloud.org/images/;Pythium diseases;Pythium spp.;cat=35;191417;530;Thirunarayanan Perumal;2023-11-21T08:49:00;Pythium diseases;spp.;Pythium;Pythiaceae;../data/IPM_data/Images/Diseases - Root and Butt  Root and Stem Diseases/Pythium diseases_Pythium spp./5627197.jpg;cottony leak, damping off, root rot, Pythium leaf rot, Pythium root and stem rot, Pythium blight;9433.0;fruit;False;train
590001;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;1;532;Robert L. Anderson;1995-06-15T00:00:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/0590001.jpg;;;habit;False;train
1399118;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;13312;532;Manfred Mielke;2005-09-11T19:18:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1399118.jpg;;2749.0;bark;False;train
1399127;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;13312;532;Manfred Mielke;2005-09-11T19:18:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1399127.jpg;;;habit;False;train
1415266;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;23115;532;Andrej Kunca;2005-10-07T10:37:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1415266.jpg;;3252.0;bark;False;train
1436062;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;2641;532;Clemson University - USDA Cooperative Extension Slide Series ;2002-07-24T10:20:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1436062.jpg;;3262.0;habit;False;train
1476134;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;5062;532;Whitney Cranshaw;2010-08-31T13:40:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1476134.jpg;;12371.0;bark;False;train
1492059;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492059.jpg;;6920.0;bark;False;train
1492060;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492060.jpg;;6920.0;bark;False;train
1492061;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492061.jpg;;6920.0;bark;False;train
1492062;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492062.jpg;;6920.0;bark;False;train
1492063;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492063.jpg;;6920.0;bark;False;train
1492064;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492064.jpg;;6920.0;bark;False;train
1492067;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492067.jpg;;6920.0;bark;False;train
1492070;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:12:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492070.jpg;;6920.0;bark;False;train
1492071;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492071.jpg;;6920.0;bark;False;train
1492072;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492072.jpg;;6920.0;bark;False;train
1492074;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492074.jpg;;6920.0;bark;False;train
1492075;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492075.jpg;;6920.0;bark;False;train
1492076;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492076.jpg;;6920.0;bark;False;train
1492077;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492077.jpg;;6920.0;bark;False;train
1492078;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492078.jpg;;6920.0;bark;False;train
1492105;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-06-14T11:15:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1492105.jpg;;6920.0;bark;False;train
1494024;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-08-23T13:58:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1494024.jpg;;3262.0;bark;False;train
1494028;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-08-23T13:58:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1494028.jpg;;3262.0;bark;False;train
1494031;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;46170;532;University of Georgia Plant Pathology ;2007-08-23T13:58:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1494031.jpg;;3262.0;bark;False;train
1634047;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634047.jpg;;4252.0;fruit;False;vault
1634048;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634048.jpg;;4252.0;bark;False;vault
1634049;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634049.jpg;;2735.0;bark;False;vault
1634050;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634050.jpg;;16782.0;habit;False;vault
1634051;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634051.jpg;;16782.0;habit;False;vault
1634052;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634052.jpg;;16782.0;habit;False;vault
1634053;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634053.jpg;;3503.0;bark;False;vault
1634055;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-16T11:28:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634055.jpg;;7139.0;bark;False;vault
1634336;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-30T10:16:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634336.jpg;;;fruit;False;vault
1634343;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;122713;532;Penn State Department of Plant Pathology & Environmental Microbiology Archives ;2016-08-30T10:16:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/VAULT/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/1634343.jpg;;22680.0;bark;False;vault
4823035;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;196;532;Edward L. Barnard;2001-05-23T00:00:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/4823035.jpg;;2259.0;bark;False;train
4823036;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;196;532;Edward L. Barnard;2001-05-23T00:00:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/4823036.jpg;;2259.0;bark;False;train
5033001;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;15864;532;Joseph OBrien;2006-10-17T13:05:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5033001.jpg;;;habit;False;train
5223022;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223022.jpg;;6920.0;bark;False;train
5223023;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223023.jpg;;6920.0;bark;False;train
5223024;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223024.jpg;;6920.0;bark;False;train
5223025;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223025.jpg;;7139.0;sheet;False;train
5223026;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223026.jpg;;7139.0;sheet;False;train
5223027;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223027.jpg;;5514.0;fruit;False;train
5223028;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223028.jpg;;5514.0;fruit;False;train
5223030;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223030.jpg;;5514.0;fruit;False;train
5223031;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:13:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223031.jpg;;5516.0;fruit;False;train
5223032;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223032.jpg;;5514.0;anatomy;False;train
5223034;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223034.jpg;;5514.0;fruit;False;train
5223035;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223035.jpg;;5514.0;anatomy;False;train
5223036;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223036.jpg;;18543.0;habit;False;train
5223037;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223037.jpg;;18543.0;fruit;False;train
5223038;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223038.jpg;;4583.0;scan;False;train
5223039;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223039.jpg;;4583.0;scan;False;train
5223040;//bugwoodcloud.org/images/;crown gall;Rhizobium radiobacter;cat=88;9;532;Florida Division of Plant Industry ;2007-07-09T13:14:00;crown gall;radiobacter;Rhizobium;Rhizobiaceae;../data/IPM_data/Images/Diseases - Virus and Bacteria/crown gall_Rhizobium radiobacter/5223040.jpg;;4583.0;bark;False;train
