imgnum;imgpath;crop;code;train_test_set;is_PV
plant_99966;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99966.jpg;Apple;Leaf Rust;train;False
plant_99967;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99967.jpg;Apple;Leaf Rust;train;False
plant_99968;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99968.jpg;Apple;Leaf Rust;train;False
plant_99969;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99969.jpg;Apple;Leaf Rust;train;False
plant_99970;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99970.jpg;Apple;Leaf Rust;train;False
plant_99971;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99971.jpg;Apple;Leaf Rust;train;False
plant_99972;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99972.jpg;Apple;Leaf Rust;train;False
plant_99973;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99973.jpg;Apple;Leaf Rust;train;False
plant_99974;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99974.jpg;Apple;Leaf Rust;train;False
plant_99975;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99975.jpg;Apple;Leaf Rust;train;False
plant_99976;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99976.jpg;Apple;Leaf Rust;train;False
plant_99977;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99977.jpg;Apple;Leaf Rust;train;False
plant_99978;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99978.jpg;Apple;Leaf Rust;train;False
plant_99979;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99979.jpg;Apple;Leaf Rust;train;False
plant_99980;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99980.jpg;Apple;Leaf Rust;train;False
plant_99981;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99981.jpg;Apple;Leaf Rust;train;False
plant_99982;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99982.jpg;Apple;Leaf Rust;train;False
plant_99983;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99983.jpg;Apple;Leaf Rust;train;False
plant_99984;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99984.jpg;Apple;Leaf Rust;train;False
plant_99985;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99985.jpg;Apple;Leaf Rust;train;False
plant_99986;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99986.jpg;Apple;Leaf Rust;train;False
plant_99987;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99987.jpg;Apple;Leaf Rust;train;False
plant_99988;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99988.jpg;Apple;Leaf Rust;train;False
plant_99989;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99989.jpg;Apple;Leaf Rust;train;False
plant_99990;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99990.jpg;Apple;Leaf Rust;train;False
plant_99991;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99991.jpg;Apple;Leaf Rust;train;False
plant_99992;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99992.jpg;Apple;Leaf Rust;train;False
plant_99993;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99993.jpg;Apple;Leaf Rust;train;False
plant_99994;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99994.jpg;Apple;Leaf Rust;train;False
plant_99995;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99995.jpg;Apple;Leaf Rust;train;False
plant_99996;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99996.jpg;Apple;Leaf Rust;train;False
plant_99997;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99997.jpg;Apple;Leaf Rust;train;False
plant_99998;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99998.jpg;Apple;Leaf Rust;train;False
plant_99999;../data/CDDM_data/Images/Apple,Leaf Rust/plant_99999.jpg;Apple;Leaf Rust;train;False
plant_103130;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103130.jpg;Apple;Mosaic Virus;train;False
plant_103131;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103131.jpg;Apple;Mosaic Virus;train;False
plant_103132;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103132.jpg;Apple;Mosaic Virus;train;False
plant_103133;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103133.jpg;Apple;Mosaic Virus;train;False
plant_103134;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103134.jpg;Apple;Mosaic Virus;train;False
plant_103135;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103135.jpg;Apple;Mosaic Virus;train;False
plant_103136;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103136.jpg;Apple;Mosaic Virus;train;False
plant_103137;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103137.jpg;Apple;Mosaic Virus;train;False
plant_103138;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103138.jpg;Apple;Mosaic Virus;train;False
plant_103139;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103139.jpg;Apple;Mosaic Virus;train;False
plant_103140;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103140.jpg;Apple;Mosaic Virus;train;False
plant_103141;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103141.jpg;Apple;Mosaic Virus;train;False
plant_103142;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103142.jpg;Apple;Mosaic Virus;train;False
plant_103143;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103143.jpg;Apple;Mosaic Virus;train;False
plant_103144;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103144.jpg;Apple;Mosaic Virus;train;False
plant_103145;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103145.jpg;Apple;Mosaic Virus;train;False
plant_103146;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103146.jpg;Apple;Mosaic Virus;train;False
plant_103147;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103147.jpg;Apple;Mosaic Virus;train;False
plant_103148;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103148.jpg;Apple;Mosaic Virus;train;False
plant_103149;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103149.jpg;Apple;Mosaic Virus;train;False
plant_103150;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103150.jpg;Apple;Mosaic Virus;train;False
plant_103151;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103151.jpg;Apple;Mosaic Virus;train;False
plant_103152;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103152.jpg;Apple;Mosaic Virus;train;False
plant_103153;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103153.jpg;Apple;Mosaic Virus;train;False
plant_103154;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103154.jpg;Apple;Mosaic Virus;train;False
plant_103155;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103155.jpg;Apple;Mosaic Virus;train;False
plant_103156;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103156.jpg;Apple;Mosaic Virus;train;False
plant_103157;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103157.jpg;Apple;Mosaic Virus;train;False
plant_103158;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103158.jpg;Apple;Mosaic Virus;train;False
plant_103159;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103159.jpg;Apple;Mosaic Virus;train;False
plant_103160;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103160.jpg;Apple;Mosaic Virus;train;False
plant_103161;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103161.jpg;Apple;Mosaic Virus;train;False
plant_103162;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103162.jpg;Apple;Mosaic Virus;train;False
plant_103163;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103163.jpg;Apple;Mosaic Virus;train;False
plant_103164;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103164.jpg;Apple;Mosaic Virus;train;False
plant_103165;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103165.jpg;Apple;Mosaic Virus;train;False
plant_103166;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103166.jpg;Apple;Mosaic Virus;train;False
plant_103167;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103167.jpg;Apple;Mosaic Virus;train;False
plant_103168;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103168.jpg;Apple;Mosaic Virus;train;False
plant_103169;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103169.jpg;Apple;Mosaic Virus;train;False
plant_103170;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103170.jpg;Apple;Mosaic Virus;train;False
plant_103171;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103171.jpg;Apple;Mosaic Virus;train;False
plant_103172;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103172.jpg;Apple;Mosaic Virus;train;False
plant_103173;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103173.jpg;Apple;Mosaic Virus;train;False
plant_103174;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103174.jpg;Apple;Mosaic Virus;train;False
plant_103175;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103175.jpg;Apple;Mosaic Virus;train;False
plant_103176;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103176.jpg;Apple;Mosaic Virus;train;False
plant_103177;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103177.jpg;Apple;Mosaic Virus;train;False
plant_103178;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103178.jpg;Apple;Mosaic Virus;train;False
plant_103179;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103179.jpg;Apple;Mosaic Virus;train;False
plant_103180;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103180.jpg;Apple;Mosaic Virus;train;False
plant_103181;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103181.jpg;Apple;Mosaic Virus;train;False
plant_103182;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103182.jpg;Apple;Mosaic Virus;train;False
plant_103183;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103183.jpg;Apple;Mosaic Virus;train;False
plant_103184;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103184.jpg;Apple;Mosaic Virus;train;False
plant_103185;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103185.jpg;Apple;Mosaic Virus;train;False
plant_103186;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103186.jpg;Apple;Mosaic Virus;train;False
plant_103187;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103187.jpg;Apple;Mosaic Virus;train;False
plant_103188;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103188.jpg;Apple;Mosaic Virus;train;False
plant_103189;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103189.jpg;Apple;Mosaic Virus;train;False
plant_103190;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103190.jpg;Apple;Mosaic Virus;train;False
plant_103191;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103191.jpg;Apple;Mosaic Virus;train;False
plant_103192;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103192.jpg;Apple;Mosaic Virus;train;False
plant_103193;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103193.jpg;Apple;Mosaic Virus;train;False
plant_103194;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103194.jpg;Apple;Mosaic Virus;train;False
plant_103195;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103195.jpg;Apple;Mosaic Virus;train;False
plant_103196;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103196.jpg;Apple;Mosaic Virus;train;False
plant_103197;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103197.jpg;Apple;Mosaic Virus;train;False
plant_103198;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103198.jpg;Apple;Mosaic Virus;train;False
plant_103199;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103199.jpg;Apple;Mosaic Virus;train;False
plant_103200;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103200.jpg;Apple;Mosaic Virus;train;False
plant_103201;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103201.jpg;Apple;Mosaic Virus;train;False
plant_103202;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103202.jpg;Apple;Mosaic Virus;train;False
plant_103203;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103203.jpg;Apple;Mosaic Virus;train;False
plant_103204;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103204.jpg;Apple;Mosaic Virus;train;False
plant_103205;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103205.jpg;Apple;Mosaic Virus;train;False
plant_103206;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103206.jpg;Apple;Mosaic Virus;train;False
plant_103207;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103207.jpg;Apple;Mosaic Virus;train;False
plant_103208;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103208.jpg;Apple;Mosaic Virus;train;False
plant_103209;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103209.jpg;Apple;Mosaic Virus;train;False
plant_103210;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103210.jpg;Apple;Mosaic Virus;train;False
plant_103211;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103211.jpg;Apple;Mosaic Virus;train;False
plant_103212;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103212.jpg;Apple;Mosaic Virus;train;False
plant_103213;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103213.jpg;Apple;Mosaic Virus;train;False
plant_103214;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103214.jpg;Apple;Mosaic Virus;train;False
plant_103215;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103215.jpg;Apple;Mosaic Virus;train;False
plant_103216;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103216.jpg;Apple;Mosaic Virus;train;False
plant_103217;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103217.jpg;Apple;Mosaic Virus;train;False
plant_103218;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103218.jpg;Apple;Mosaic Virus;train;False
plant_103219;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103219.jpg;Apple;Mosaic Virus;train;False
plant_103220;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103220.jpg;Apple;Mosaic Virus;train;False
plant_103221;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103221.jpg;Apple;Mosaic Virus;train;False
plant_103222;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103222.jpg;Apple;Mosaic Virus;train;False
plant_103223;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103223.jpg;Apple;Mosaic Virus;train;False
plant_103224;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103224.jpg;Apple;Mosaic Virus;train;False
plant_103225;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103225.jpg;Apple;Mosaic Virus;train;False
plant_103226;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103226.jpg;Apple;Mosaic Virus;train;False
plant_103227;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103227.jpg;Apple;Mosaic Virus;train;False
plant_103228;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103228.jpg;Apple;Mosaic Virus;train;False
plant_103229;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103229.jpg;Apple;Mosaic Virus;train;False
plant_103230;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103230.jpg;Apple;Mosaic Virus;train;False
plant_103231;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103231.jpg;Apple;Mosaic Virus;train;False
plant_103232;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103232.jpg;Apple;Mosaic Virus;train;False
plant_103233;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103233.jpg;Apple;Mosaic Virus;train;False
plant_103234;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103234.jpg;Apple;Mosaic Virus;train;False
plant_103235;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103235.jpg;Apple;Mosaic Virus;train;False
plant_103236;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103236.jpg;Apple;Mosaic Virus;train;False
plant_103237;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103237.jpg;Apple;Mosaic Virus;train;False
plant_103238;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103238.jpg;Apple;Mosaic Virus;train;False
plant_103239;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103239.jpg;Apple;Mosaic Virus;train;False
plant_103240;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103240.jpg;Apple;Mosaic Virus;train;False
plant_103241;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103241.jpg;Apple;Mosaic Virus;train;False
plant_103242;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103242.jpg;Apple;Mosaic Virus;train;False
plant_103243;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103243.jpg;Apple;Mosaic Virus;train;False
plant_103244;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103244.jpg;Apple;Mosaic Virus;train;False
plant_103245;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103245.jpg;Apple;Mosaic Virus;train;False
plant_103246;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103246.jpg;Apple;Mosaic Virus;train;False
plant_103247;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103247.jpg;Apple;Mosaic Virus;train;False
plant_103248;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103248.jpg;Apple;Mosaic Virus;train;False
plant_103249;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103249.jpg;Apple;Mosaic Virus;train;False
plant_103250;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103250.jpg;Apple;Mosaic Virus;train;False
plant_103251;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103251.jpg;Apple;Mosaic Virus;train;False
plant_103252;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103252.jpg;Apple;Mosaic Virus;train;False
plant_103253;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103253.jpg;Apple;Mosaic Virus;train;False
plant_103254;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103254.jpg;Apple;Mosaic Virus;train;False
plant_103255;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103255.jpg;Apple;Mosaic Virus;train;False
plant_103256;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103256.jpg;Apple;Mosaic Virus;train;False
plant_103257;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103257.jpg;Apple;Mosaic Virus;train;False
plant_103258;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103258.jpg;Apple;Mosaic Virus;train;False
plant_103259;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103259.jpg;Apple;Mosaic Virus;train;False
plant_103260;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103260.jpg;Apple;Mosaic Virus;train;False
plant_103261;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103261.jpg;Apple;Mosaic Virus;train;False
plant_103262;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103262.jpg;Apple;Mosaic Virus;train;False
plant_103263;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103263.jpg;Apple;Mosaic Virus;train;False
plant_103264;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103264.jpg;Apple;Mosaic Virus;train;False
plant_103265;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103265.jpg;Apple;Mosaic Virus;train;False
plant_103266;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103266.jpg;Apple;Mosaic Virus;train;False
plant_103267;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103267.jpg;Apple;Mosaic Virus;train;False
plant_103268;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103268.jpg;Apple;Mosaic Virus;train;False
plant_103269;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103269.jpg;Apple;Mosaic Virus;train;False
plant_103270;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103270.jpg;Apple;Mosaic Virus;train;False
plant_103271;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103271.jpg;Apple;Mosaic Virus;train;False
plant_103272;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103272.jpg;Apple;Mosaic Virus;train;False
plant_103273;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103273.jpg;Apple;Mosaic Virus;train;False
plant_103274;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103274.jpg;Apple;Mosaic Virus;train;False
plant_103275;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103275.jpg;Apple;Mosaic Virus;train;False
plant_103276;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103276.jpg;Apple;Mosaic Virus;train;False
plant_103277;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103277.jpg;Apple;Mosaic Virus;train;False
plant_103278;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103278.jpg;Apple;Mosaic Virus;train;False
plant_103279;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103279.jpg;Apple;Mosaic Virus;train;False
plant_103280;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103280.jpg;Apple;Mosaic Virus;train;False
plant_103281;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103281.jpg;Apple;Mosaic Virus;train;False
plant_103282;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103282.jpg;Apple;Mosaic Virus;train;False
plant_103283;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103283.jpg;Apple;Mosaic Virus;train;False
plant_103284;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103284.jpg;Apple;Mosaic Virus;train;False
plant_103285;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103285.jpg;Apple;Mosaic Virus;train;False
plant_103286;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103286.jpg;Apple;Mosaic Virus;train;False
plant_103287;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103287.jpg;Apple;Mosaic Virus;train;False
plant_103288;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103288.jpg;Apple;Mosaic Virus;train;False
plant_103289;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103289.jpg;Apple;Mosaic Virus;train;False
plant_103290;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103290.jpg;Apple;Mosaic Virus;train;False
plant_103291;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103291.jpg;Apple;Mosaic Virus;train;False
plant_103292;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103292.jpg;Apple;Mosaic Virus;train;False
plant_103293;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103293.jpg;Apple;Mosaic Virus;train;False
plant_103294;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103294.jpg;Apple;Mosaic Virus;train;False
plant_103295;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103295.jpg;Apple;Mosaic Virus;train;False
plant_103296;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103296.jpg;Apple;Mosaic Virus;train;False
plant_103297;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103297.jpg;Apple;Mosaic Virus;train;False
plant_103298;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103298.jpg;Apple;Mosaic Virus;train;False
plant_103299;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103299.jpg;Apple;Mosaic Virus;train;False
plant_103300;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103300.jpg;Apple;Mosaic Virus;train;False
plant_103301;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103301.jpg;Apple;Mosaic Virus;train;False
plant_103302;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103302.jpg;Apple;Mosaic Virus;train;False
plant_103303;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103303.jpg;Apple;Mosaic Virus;train;False
plant_103304;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103304.jpg;Apple;Mosaic Virus;train;False
plant_103305;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103305.jpg;Apple;Mosaic Virus;train;False
plant_103306;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103306.jpg;Apple;Mosaic Virus;train;False
plant_103307;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103307.jpg;Apple;Mosaic Virus;train;False
plant_103308;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103308.jpg;Apple;Mosaic Virus;train;False
plant_103309;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103309.jpg;Apple;Mosaic Virus;train;False
plant_103310;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103310.jpg;Apple;Mosaic Virus;train;False
plant_103311;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103311.jpg;Apple;Mosaic Virus;train;False
plant_103312;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103312.jpg;Apple;Mosaic Virus;train;False
plant_103313;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103313.jpg;Apple;Mosaic Virus;train;False
plant_103314;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103314.jpg;Apple;Mosaic Virus;train;False
plant_103315;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103315.jpg;Apple;Mosaic Virus;train;False
plant_103316;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103316.jpg;Apple;Mosaic Virus;train;False
plant_103317;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103317.jpg;Apple;Mosaic Virus;train;False
plant_103318;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103318.jpg;Apple;Mosaic Virus;train;False
plant_103319;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103319.jpg;Apple;Mosaic Virus;train;False
plant_103320;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103320.jpg;Apple;Mosaic Virus;train;False
plant_103321;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103321.jpg;Apple;Mosaic Virus;train;False
plant_103322;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103322.jpg;Apple;Mosaic Virus;train;False
plant_103323;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103323.jpg;Apple;Mosaic Virus;train;False
plant_103324;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103324.jpg;Apple;Mosaic Virus;train;False
plant_103325;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103325.jpg;Apple;Mosaic Virus;train;False
plant_103326;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103326.jpg;Apple;Mosaic Virus;train;False
plant_103327;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103327.jpg;Apple;Mosaic Virus;train;False
plant_103328;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103328.jpg;Apple;Mosaic Virus;train;False
plant_103329;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103329.jpg;Apple;Mosaic Virus;train;False
plant_103330;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103330.jpg;Apple;Mosaic Virus;train;False
plant_103331;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103331.jpg;Apple;Mosaic Virus;train;False
plant_103332;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103332.jpg;Apple;Mosaic Virus;train;False
plant_103333;../data/CDDM_data/Images/Apple,Mosaic Virus/plant_103333.jpg;Apple;Mosaic Virus;train;False
