imgnum;imgpath;code;cause;type;organisme;confirmed;train_test_set;date;hour;artist;day_obs_count;subid
Idf00737;../data/Bousset_data/Images/Big/Idf00737.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:29:22;nan;26;Leptosphaeria biglobosa
Idf00738;../data/Bousset_data/Images/Big/Idf00738.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:29:32;nan;26;Leptosphaeria biglobosa
Idf00739;../data/Bousset_data/Images/Big/Idf00739.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:29:35;nan;26;Leptosphaeria biglobosa
Idf00740;../data/Bousset_data/Images/Big/Idf00740.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:29:44;nan;26;Leptosphaeria biglobosa
Idf00741;../data/Bousset_data/Images/Big/Idf00741.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:29:53;nan;26;Leptosphaeria biglobosa
Idf00742;../data/Bousset_data/Images/Big/Idf00742.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:30:03;nan;26;Leptosphaeria biglobosa
Idf00743;../data/Bousset_data/Images/Big/Idf00743.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:30:11;nan;26;Leptosphaeria biglobosa
Idf00744;../data/Bousset_data/Images/Big/Idf00744.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:30:17;nan;26;Leptosphaeria biglobosa
Idf00745;../data/Bousset_data/Images/Big/Idf00745.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:30:24;nan;26;Leptosphaeria biglobosa
Idf00749;../data/Bousset_data/Images/Big/Idf00749.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:31:34;nan;26;Leptosphaeria biglobosa
Idf00751;../data/Bousset_data/Images/Big/Idf00751.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:31:48;nan;26;Leptosphaeria biglobosa
Idf00752;../data/Bousset_data/Images/Big/Idf00752.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:31:53;nan;26;Leptosphaeria biglobosa
Idf00753;../data/Bousset_data/Images/Big/Idf00753.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:32:15;nan;26;Leptosphaeria biglobosa
Idf00754;../data/Bousset_data/Images/Big/Idf00754.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:32:37;nan;26;Leptosphaeria biglobosa
Idf00755;../data/Bousset_data/Images/Big/Idf00755.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:32:40;nan;26;Leptosphaeria biglobosa
Idf00756;../data/Bousset_data/Images/Big/Idf00756.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:32:52;nan;26;Leptosphaeria biglobosa
Idf00757;../data/Bousset_data/Images/Big/Idf00757.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:32:56;nan;26;Leptosphaeria biglobosa
Idf00758;../data/Bousset_data/Images/Big/Idf00758.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:33:07;nan;26;Leptosphaeria biglobosa
Idf00759;../data/Bousset_data/Images/Big/Idf00759.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:33:09;nan;26;Leptosphaeria biglobosa
Idf00761;../data/Bousset_data/Images/Big/Idf00761.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:33:41;nan;26;Leptosphaeria biglobosa
Idf00762;../data/Bousset_data/Images/Big/Idf00762.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:33:45;nan;26;Leptosphaeria biglobosa
Idf00763;../data/Bousset_data/Images/Big/Idf00763.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:33:55;nan;26;Leptosphaeria biglobosa
Idf00764;../data/Bousset_data/Images/Big/Idf00764.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:33:58;nan;26;Leptosphaeria biglobosa
Idf00765;../data/Bousset_data/Images/Big/Idf00765.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:34:20;nan;26;Leptosphaeria biglobosa
Idf00766;../data/Bousset_data/Images/Big/Idf00766.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:34:45;nan;26;Leptosphaeria biglobosa
Idf00767;../data/Bousset_data/Images/Big/Idf00767.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:34:55;nan;26;Leptosphaeria biglobosa
Idf00768;../data/Bousset_data/Images/Big/Idf00768.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:35:03;nan;26;Leptosphaeria biglobosa
Idf00769;../data/Bousset_data/Images/Big/Idf00769.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:35:07;nan;26;Leptosphaeria biglobosa
Idf00770;../data/Bousset_data/Images/Big/Idf00770.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:35:22;nan;26;Leptosphaeria biglobosa
Idf00771;../data/Bousset_data/Images/Big/Idf00771.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:35:27;nan;26;Leptosphaeria biglobosa
Idf00772;../data/Bousset_data/Images/Big/Idf00772.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:35:58;nan;26;Leptosphaeria biglobosa
Idf00773;../data/Bousset_data/Images/Big/Idf00773.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:36:04;nan;26;Leptosphaeria biglobosa
Idf00775;../data/Bousset_data/Images/Big/Idf00775.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:36:49;nan;26;Leptosphaeria biglobosa
Idf00776;../data/Bousset_data/Images/Big/Idf00776.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:37:00;nan;26;Leptosphaeria biglobosa
Idf00777;../data/Bousset_data/Images/Big/Idf00777.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;10:37:09;nan;26;Leptosphaeria biglobosa
Idf00795;../data/Bousset_data/Images/Big/Idf00795.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:53:10;nan;26;Leptosphaeria biglobosa
Idf00797;../data/Bousset_data/Images/Big/Idf00797.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:53:55;nan;26;Leptosphaeria biglobosa
Idf00798;../data/Bousset_data/Images/Big/Idf00798.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:54:10;nan;26;Leptosphaeria biglobosa
Idf00816;../data/Bousset_data/Images/Big/Idf00816.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:58:08;nan;26;Leptosphaeria biglobosa
Idf00817;../data/Bousset_data/Images/Big/Idf00817.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:58:32;nan;26;Leptosphaeria biglobosa
Idf00818;../data/Bousset_data/Images/Big/Idf00818.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:58:37;nan;26;Leptosphaeria biglobosa
Idf00819;../data/Bousset_data/Images/Big/Idf00819.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:58:46;nan;26;Leptosphaeria biglobosa
Idf00821;../data/Bousset_data/Images/Big/Idf00821.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;15:59:05;nan;26;Leptosphaeria biglobosa
Idf00829;../data/Bousset_data/Images/Big/Idf00829.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;16:00:18;nan;26;Leptosphaeria biglobosa
Idf00833;../data/Bousset_data/Images/Big/Idf00833.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;16:01:19;nan;26;Leptosphaeria biglobosa
Idf00839;../data/Bousset_data/Images/Big/Idf00839.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;16:02:22;nan;26;Leptosphaeria biglobosa
Idf00841;../data/Bousset_data/Images/Big/Idf00841.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;16:02:45;nan;26;Leptosphaeria biglobosa
Idf00857;../data/Bousset_data/Images/Big/Idf00857.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:09;16:07:01;nan;26;Leptosphaeria biglobosa
Idf00894;../data/Bousset_data/Images/Big/Idf00894.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:43:06;nan;26;Leptosphaeria biglobosa
Idf00898;../data/Bousset_data/Images/Big/Idf00898.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:43:36;nan;26;Leptosphaeria biglobosa
Idf00901;../data/Bousset_data/Images/Big/Idf00901.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:44:28;nan;26;Leptosphaeria biglobosa
Idf00907;../data/Bousset_data/Images/Big/Idf00907.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:45:21;nan;26;Leptosphaeria biglobosa
Idf00908;../data/Bousset_data/Images/Big/Idf00908.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:45:34;nan;26;Leptosphaeria biglobosa
Idf00926;../data/Bousset_data/Images/Big/Idf00926.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:48:55;nan;26;Leptosphaeria biglobosa
Idf00927;../data/Bousset_data/Images/Big/Idf00927.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:49:05;nan;26;Leptosphaeria biglobosa
Idf00933;../data/Bousset_data/Images/Big/Idf00933.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:50:16;nan;26;Leptosphaeria biglobosa
Idf00934;../data/Bousset_data/Images/Big/Idf00934.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:50:22;nan;26;Leptosphaeria biglobosa
Idf00941;../data/Bousset_data/Images/Big/Idf00941.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:51:07;nan;26;Leptosphaeria biglobosa
Idf00942;../data/Bousset_data/Images/Big/Idf00942.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:51:22;nan;26;Leptosphaeria biglobosa
Idf00945;../data/Bousset_data/Images/Big/Idf00945.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:51:54;nan;26;Leptosphaeria biglobosa
Idf00950;../data/Bousset_data/Images/Big/Idf00950.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:53:07;nan;26;Leptosphaeria biglobosa
Idf00951;../data/Bousset_data/Images/Big/Idf00951.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;10:53:11;nan;26;Leptosphaeria biglobosa
Idf00972;../data/Bousset_data/Images/Big/Idf00972.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;11:01:54;nan;26;Leptosphaeria biglobosa
Idf01008;../data/Bousset_data/Images/Big/Idf01008.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;11:30:06;nan;26;Leptosphaeria biglobosa
Idf01058;../data/Bousset_data/Images/Big/Idf01058.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;11:36:31;nan;26;Leptosphaeria biglobosa
Idf01059;../data/Bousset_data/Images/Big/Idf01059.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:01:11;11:36:34;nan;26;Leptosphaeria biglobosa
Idf01382;../data/VAULT/Bousset_data/Images/Big/Idf01382.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:40:30;nan;26;Leptosphaeria biglobosa
Idf01397;../data/VAULT/Bousset_data/Images/Big/Idf01397.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:43:57;nan;26;Leptosphaeria biglobosa
Idf01408;../data/VAULT/Bousset_data/Images/Big/Idf01408.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:46:07;nan;26;Leptosphaeria biglobosa
Idf01427;../data/VAULT/Bousset_data/Images/Big/Idf01427.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:51:54;nan;26;Leptosphaeria biglobosa
Idf01429;../data/VAULT/Bousset_data/Images/Big/Idf01429.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:52:17;nan;26;Leptosphaeria biglobosa
Idf01430;../data/VAULT/Bousset_data/Images/Big/Idf01430.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:52:28;nan;26;Leptosphaeria biglobosa
Idf01440;../data/VAULT/Bousset_data/Images/Big/Idf01440.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:55:24;nan;26;Leptosphaeria biglobosa
Idf01442;../data/VAULT/Bousset_data/Images/Big/Idf01442.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:55:56;nan;26;Leptosphaeria biglobosa
Idf01445;../data/VAULT/Bousset_data/Images/Big/Idf01445.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:56:44;nan;26;Leptosphaeria biglobosa
Idf01446;../data/VAULT/Bousset_data/Images/Big/Idf01446.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;12:57:24;nan;26;Leptosphaeria biglobosa
Idf01466;../data/VAULT/Bousset_data/Images/Big/Idf01466.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:03:07;nan;26;Leptosphaeria biglobosa
Idf01467;../data/VAULT/Bousset_data/Images/Big/Idf01467.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:03:35;nan;26;Leptosphaeria biglobosa
Idf01472;../data/VAULT/Bousset_data/Images/Big/Idf01472.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:06:33;nan;26;Leptosphaeria biglobosa
Idf01480;../data/VAULT/Bousset_data/Images/Big/Idf01480.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:09:39;nan;26;Leptosphaeria biglobosa
Idf01485;../data/VAULT/Bousset_data/Images/Big/Idf01485.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:10:56;nan;26;Leptosphaeria biglobosa
Idf01487;../data/VAULT/Bousset_data/Images/Big/Idf01487.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:11:40;nan;26;Leptosphaeria biglobosa
Idf01499;../data/VAULT/Bousset_data/Images/Big/Idf01499.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:18:29;nan;26;Leptosphaeria biglobosa
Idf01500;../data/VAULT/Bousset_data/Images/Big/Idf01500.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:18:42;nan;26;Leptosphaeria biglobosa
Idf01501;../data/VAULT/Bousset_data/Images/Big/Idf01501.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:19:05;nan;26;Leptosphaeria biglobosa
Idf01502;../data/VAULT/Bousset_data/Images/Big/Idf01502.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:19:49;nan;26;Leptosphaeria biglobosa
Idf01503;../data/VAULT/Bousset_data/Images/Big/Idf01503.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;vault;2023:01:16;13:20:02;nan;26;Leptosphaeria biglobosa
Idf01845;../data/Bousset_data/Images/Big/Idf01845.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:02:23;12:47:09;nan;26;Leptosphaeria biglobosa
Idf02183;../data/Bousset_data/Images/Big/Idf02183.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:03:17;11:09:04;nan;26;Leptosphaeria biglobosa
Idf02614;../data/Bousset_data/Images/Big/Idf02614.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:03:20;14:52:34;nan;26;Leptosphaeria biglobosa
Idf03678;../data/Bousset_data/Images/Big/Idf03678.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:03;17:12:01;nan;26;Leptosphaeria biglobosa
Idf03679;../data/Bousset_data/Images/Big/Idf03679.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:03;17:12:19;nan;26;Leptosphaeria biglobosa
Idf03682;../data/Bousset_data/Images/Big/Idf03682.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:03;17:12:43;nan;26;Leptosphaeria biglobosa
Idf03723;../data/Bousset_data/Images/Big/Idf03723.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:03;17:21:01;nan;26;Leptosphaeria biglobosa
Idf03943;../data/Bousset_data/Images/Big/Idf03943.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:05;15:58:50;nan;26;Leptosphaeria biglobosa
Idf03954;../data/Bousset_data/Images/Big/Idf03954.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:05;16:02:22;nan;26;Leptosphaeria biglobosa
Idf03957;../data/Bousset_data/Images/Big/Idf03957.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:05;16:02:46;nan;26;Leptosphaeria biglobosa
Idf03991;../data/Bousset_data/Images/Big/Idf03991.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:05;16:09:27;nan;26;Leptosphaeria biglobosa
Idf03999;../data/Bousset_data/Images/Big/Idf03999.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:05;16:10:21;nan;26;Leptosphaeria biglobosa
Idf04007;../data/Bousset_data/Images/Big/Idf04007.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:05;16:11:51;nan;26;Leptosphaeria biglobosa
Idf04055;../data/Bousset_data/Images/Big/Idf04055.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:06;13:00:43;nan;26;Leptosphaeria biglobosa
Idf04168;../data/Bousset_data/Images/Big/Idf04168.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:04:06;15:36:44;nan;26;Leptosphaeria biglobosa
Idf07582;../data/Bousset_data/Images/Big/Idf07582.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:09:19;16:34:13;nan;26;Leptosphaeria biglobosa
Idf07603;../data/Bousset_data/Images/Big/Idf07603.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:09:19;16:40:06;nan;26;Leptosphaeria biglobosa
Idf07604;../data/Bousset_data/Images/Big/Idf07604.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:09:19;16:43:14;nan;26;Leptosphaeria biglobosa
Idf08143;../data/Bousset_data/Images/Big/Idf08143.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:06;14:27:50;nan;26;Leptosphaeria biglobosa
Idf08152;../data/Bousset_data/Images/Big/Idf08152.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:06;14:30:45;nan;26;Leptosphaeria biglobosa
Idf08157;../data/Bousset_data/Images/Big/Idf08157.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:06;14:33:50;nan;26;Leptosphaeria biglobosa
Idf08158;../data/Bousset_data/Images/Big/Idf08158.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:06;14:34:21;nan;26;Leptosphaeria biglobosa
Idf08161;../data/Bousset_data/Images/Big/Idf08161.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:06;14:36:38;nan;26;Leptosphaeria biglobosa
Idf08195;../data/Bousset_data/Images/Big/Idf08195.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:06;15:15:52;nan;26;Leptosphaeria biglobosa
Idf08385;../data/Bousset_data/Images/Big/Idf08385.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:11;14:58:54;nan;26;Leptosphaeria biglobosa
Idf08406;../data/Bousset_data/Images/Big/Idf08406.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:11;15:07:11;nan;26;Leptosphaeria biglobosa
Idf08407;../data/Bousset_data/Images/Big/Idf08407.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:11;15:07:36;nan;26;Leptosphaeria biglobosa
Idf08408;../data/Bousset_data/Images/Big/Idf08408.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:11;15:07:50;nan;26;Leptosphaeria biglobosa
Idf08436;../data/Bousset_data/Images/Big/Idf08436.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:11;15:11:59;nan;26;Leptosphaeria biglobosa
Idf08470;../data/Bousset_data/Images/Big/Idf08470.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:44:38;nan;26;Leptosphaeria biglobosa
Idf08478;../data/Bousset_data/Images/Big/Idf08478.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:48:06;nan;26;Leptosphaeria biglobosa
Idf08494;../data/Bousset_data/Images/Big/Idf08494.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:53:40;nan;26;Leptosphaeria biglobosa
Idf08495;../data/Bousset_data/Images/Big/Idf08495.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:53:55;nan;26;Leptosphaeria biglobosa
Idf08497;../data/Bousset_data/Images/Big/Idf08497.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:11;15:33:52;nan;26;Leptosphaeria biglobosa
Idf08635;../data/Bousset_data/Images/Big/Idf08635.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:39:18;nan;26;Leptosphaeria biglobosa
Idf08638;../data/Bousset_data/Images/Big/Idf08638.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:39:50;nan;26;Leptosphaeria biglobosa
Idf08639;../data/Bousset_data/Images/Big/Idf08639.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:40:42;nan;26;Leptosphaeria biglobosa
Idf08647;../data/Bousset_data/Images/Big/Idf08647.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:42:48;nan;26;Leptosphaeria biglobosa
Idf08648;../data/Bousset_data/Images/Big/Idf08648.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:13;14:42:53;nan;26;Leptosphaeria biglobosa
Idf08740;../data/Bousset_data/Images/Big/Idf08740.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:16;15:41:07;nan;26;Leptosphaeria biglobosa
Idf08784;../data/Bousset_data/Images/Big/Idf08784.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:26;09:42:05;nan;26;Leptosphaeria biglobosa
Idf08785;../data/Bousset_data/Images/Big/Idf08785.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:26;09:42:13;nan;26;Leptosphaeria biglobosa
Idf08793;../data/Bousset_data/Images/Big/Idf08793.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:26;09:43:49;nan;26;Leptosphaeria biglobosa
Idf08798;../data/Bousset_data/Images/Big/Idf08798.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:10:26;09:44:34;nan;26;Leptosphaeria biglobosa
Idf08853;../data/Bousset_data/Images/Big/Idf08853.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:42:25;nan;26;Leptosphaeria biglobosa
Idf08855;../data/Bousset_data/Images/Big/Idf08855.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:42:47;nan;26;Leptosphaeria biglobosa
Idf08857;../data/Bousset_data/Images/Big/Idf08857.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:43:01;nan;26;Leptosphaeria biglobosa
Idf08858;../data/Bousset_data/Images/Big/Idf08858.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:43:08;nan;26;Leptosphaeria biglobosa
Idf08869;../data/Bousset_data/Images/Big/Idf08869.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:45:43;nan;26;Leptosphaeria biglobosa
Idf08872;../data/Bousset_data/Images/Big/Idf08872.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:46:42;nan;26;Leptosphaeria biglobosa
Idf08909;../data/Bousset_data/Images/Big/Idf08909.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:52:56;nan;26;Leptosphaeria biglobosa
Idf08912;../data/Bousset_data/Images/Big/Idf08912.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:53:34;nan;26;Leptosphaeria biglobosa
Idf08913;../data/Bousset_data/Images/Big/Idf08913.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:53:40;nan;26;Leptosphaeria biglobosa
Idf08916;../data/Bousset_data/Images/Big/Idf08916.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:54:47;nan;26;Leptosphaeria biglobosa
Idf08919;../data/Bousset_data/Images/Big/Idf08919.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:56:19;nan;26;Leptosphaeria biglobosa
Idf08920;../data/Bousset_data/Images/Big/Idf08920.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;11:56:30;nan;26;Leptosphaeria biglobosa
Idf08930;../data/Bousset_data/Images/Big/Idf08930.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;12:01:05;nan;26;Leptosphaeria biglobosa
Idf08931;../data/Bousset_data/Images/Big/Idf08931.jpg;Big;Phoma;Champignon;Leptosphaeria biglobosa;1;train;2023:11:07;12:01:22;nan;26;Leptosphaeria biglobosa
